guide	gene	Givpir_1	Givpir_2	Givpir_3	Netretopanpir_1	Netretopanpir_2	Netretopanpir_3	NonTreated_1	NonTreated_2	NonTreated_3	Xosam_1	Xosam_2	Xosam_3
XXNJ58_1	XXNJ58	1004	909	910	837	720	819	642	674	573	1527	1450	1461
XXNJ58_2	XXNJ58	1015	948	917	825	819	832	585	659	630	1513	1557	1554
LFBLJ63_1	LFBLJ63	918	897	963	453	462	404	599	568	600	915	891	945
LFBLJ63_2	LFBLJ63	946	864	844	502	385	502	532	607	542	886	940	931
USD91_1	USD91	1240	1302	1256	772	816	818	551	547	651	973	956	1045
USD91_2	USD91	1343	1297	1253	850	837	738	625	598	659	1064	962	1032
NHBL421_1	NHBL421	682	643	666	664	609	614	601	530	609	1504	1439	1462
NHBL421_2	NHBL421	633	665	595	691	698	658	620	538	564	1467	1473	1446
RRPZJ06_1	RRPZJ06	819	694	824	1286	1279	1202	656	664	527	411	336	287
RRPZJ06_2	RRPZJ06	819	815	793	1182	1235	1205	538	651	639	394	379	286
WEJ06_1	WEJ06	2021	2037	1913	1650	1672	1754	528	558	630	1244	1230	1281
WEJ06_2	WEJ06	1975	1916	1937	1648	1679	1698	643	589	572	1251	1285	1312
IFT756_1	IFT756	1063	985	1022	1026	1072	1043	571	529	654	692	742	673
IFT756_2	IFT756	1077	1023	1107	1063	1071	1133	644	616	611	653	706	736
GXNWL3_1	GXNWL3	1327	1287	1324	1035	1097	967	597	618	646	772	745	761
GXNWL3_2	GXNWL3	1236	1289	1289	1013	1071	1048	643	649	583	783	682	731
TLQV605_1	TLQV605	734	691	755	1472	1447	1382	587	632	543	5377	5289	5354
TLQV605_2	TLQV605	689	763	637	1399	1497	1468	551	559	614	5422	5406	5299
WJHK541_1	WJHK541	1056	1007	1097	746	708	778	559	608	593	440	355	403
WJHK541_2	WJHK541	1025	1125	1100	697	773	695	547	599	546	352	334	294
DSH8_1	DSH8	506	407	401	660	681	749	545	560	622	468	420	438
DSH8_2	DSH8	460	435	423	769	698	746	561	596	667	530	484	449
GPRZU42_1	GPRZU42	796	688	764	228	281	297	659	616	603	2345	2266	2335
GPRZU42_2	GPRZU42	694	774	770	242	245	223	637	539	650	2226	2237	2301
QXNA038_1	QXNA038	750	733	706	809	817	737	608	655	636	2208	2132	2156
QXNA038_2	QXNA038	702	735	812	789	711	766	535	652	597	2237	2210	2149
RONTA018_1	RONTA018	857	963	906	759	856	754	564	639	651	1159	1091	1173
RONTA018_2	RONTA018	911	983	903	816	794	807	559	661	599	1073	1097	1193
INKVA045_1	INKVA045	502	495	549	1292	1272	1313	576	558	668	2193	2145	2149
INKVA045_2	INKVA045	546	536	477	1249	1291	1317	557	556	562	2195	2194	2143
JBRZ15_1	JBRZ15	705	643	639	2933	2795	2845	668	630	533	1319	1333	1411
JBRZ15_2	JBRZ15	576	593	673	2917	2878	2810	553	612	571	1313	1301	1371
VHV23_1	VHV23	1071	1014	1066	373	287	292	646	558	594	692	651	685
VHV23_2	VHV23	1017	1043	1000	321	324	253	649	592	642	650	620	711
RGZD07_1	RGZD07	1547	1514	1552	1419	1482	1419	580	672	533	3640	3718	3708
RGZD07_2	RGZD07	1475	1438	1445	1486	1401	1410	614	557	611	3590	3596	3721
QYLE234_1	QYLE234	841	830	819	2162	2253	2169	637	561	664	359	372	405
QYLE234_2	QYLE234	860	822	937	2254	2135	2234	590	580	575	384	339	472
UDC940_1	UDC940	1208	1196	1127	1839	1902	1769	672	534	639	1699	1731	1644
UDC940_2	UDC940	1171	1150	1147	1899	1850	1881	665	552	559	1729	1640	1687
KJD41_1	KJD41	682	643	682	609	564	713	668	529	584	1078	1028	1053
KJD41_2	KJD41	753	746	658	613	675	642	542	597	613	1031	1154	1098
PRNSI789_1	PRNSI789	406	384	382	374	253	379	559	660	633	2188	2141	2157
PRNSI789_2	PRNSI789	424	333	299	325	282	321	592	632	597	2139	2113	2175
XAL4_1	XAL4	597	577	578	2167	2201	2153	542	628	630	2562	2543	2578
XAL4_2	XAL4	611	564	628	2220	2211	2294	617	639	621	2557	2559	2494
AKY487_1	AKY487	2655	2700	2733	534	582	490	634	647	622	325	411	341
AKY487_2	AKY487	2789	2641	2745	587	514	608	528	596	568	469	399	344
MDX9_1	MDX9	2285	2290	2315	1862	1905	1923	566	602	654	1130	1079	1140
MDX9_2	MDX9	2180	2178	2230	1935	1859	1924	641	609	675	1122	1116	1046
EESDL1_1	EESDL1	481	522	556	2090	2089	2139	642	659	554	1889	1994	1957
EESDL1_2	EESDL1	459	468	434	2102	2115	2139	583	653	599	2001	1931	1947
MQS126_1	MQS126	1355	1244	1348	473	579	586	665	639	667	1933	1925	1941
MQS126_2	MQS126	1269	1331	1228	607	506	527	531	575	665	1941	1916	1817
RADZ248_1	RADZ248	159	270	284	918	824	926	614	628	570	1368	1391	1366
RADZ248_2	RADZ248	215	286	288	873	855	800	592	576	606	1307	1381	1293
IDBT831_1	IDBT831	4242	4314	4271	1426	1376	1447	528	654	617	4993	5012	5038
IDBT831_2	IDBT831	4319	4255	4244	1386	1390	1354	532	587	620	5086	5010	5045
UNA19_1	UNA19	141	149	84	91	218	190	79	142	131	211	161	111
UNA19_2	UNA19	139	129	153	215	87	139	110	133	102	170	151	159
OVRL7_1	OVRL7	525	473	477	1282	1296	1286	631	666	607	475	489	576
OVRL7_2	OVRL7	547	576	534	1277	1332	1298	535	536	595	578	544	469
MJNYB3_1	MJNYB3	1134	1191	1248	1403	1354	1345	625	536	602	927	922	984
MJNYB3_2	MJNYB3	1274	1173	1281	1320	1374	1270	591	538	586	1039	980	1055
NHSF4_1	NHSF4	758	809	753	596	567	532	632	602	626	1731	1669	1685
NHSF4_2	NHSF4	682	772	821	460	489	514	551	547	648	1609	1645	1609
IGCOU5_1	IGCOU5	253	213	351	529	518	549	569	651	581	1012	909	958
IGCOU5_2	IGCOU5	303	259	288	564	568	502	659	548	577	1005	1005	1029
SCGF8_1	SCGF8	5424	5463	5522	740	851	770	623	587	536	1935	1851	1919
SCGF8_2	SCGF8	5428	5470	5565	837	842	804	528	662	596	1908	1959	1890
OUWIS54_1	OUWIS54	5235	5163	5193	2229	2234	2202	533	644	623	1019	1028	1009
OUWIS54_2	OUWIS54	5184	5262	5261	2251	2203	2232	660	656	610	1077	994	969
LXZIV76_1	LXZIV76	448	401	415	1623	1542	1632	550	606	599	2536	2427	2456
LXZIV76_2	LXZIV76	416	406	430	1553	1560	1523	592	671	660	2407	2467	2540
PDL508_1	PDL508	1638	1696	1775	1508	1552	1491	662	613	603	1279	1292	1244
PDL508_2	PDL508	1734	1699	1740	1420	1428	1481	592	634	567	1302	1283	1321
ETIU95_1	ETIU95	253	364	312	4180	4190	4280	547	625	594	1352	1432	1352
ETIU95_2	ETIU95	334	249	293	4284	4149	4248	630	603	532	1386	1436	1384
LDB20_1	LDB20	2315	2285	2219	2419	2437	2405	530	531	569	1706	1751	1664
LDB20_2	LDB20	2323	2226	2228	2383	2469	2408	653	617	591	1679	1674	1754
BWJG85_1	BWJG85	1701	1694	1603	1054	967	1026	526	582	599	794	781	738
BWJG85_2	BWJG85	1679	1722	1626	965	1027	1096	655	533	588	747	784	766
WVGKO48_1	WVGKO48	2648	2697	2612	1698	1720	1672	631	586	543	1788	1740	1774
WVGKO48_2	WVGKO48	2619	2580	2693	1620	1683	1692	591	666	555	1850	1750	1739
JKIY4_1	JKIY4	2000	2038	2042	1409	1470	1392	552	631	561	649	585	682
JKIY4_2	JKIY4	2108	2013	1990	1466	1375	1385	671	609	662	626	596	606
USDR61_1	USDR61	1222	1242	1241	937	1021	1002	589	673	650	586	527	546
USDR61_2	USDR61	1267	1171	1181	899	969	950	573	624	606	603	555	585
HNW21_1	HNW21	819	856	765	3868	3825	3804	657	588	632	1309	1216	1296
HNW21_2	HNW21	789	865	815	3881	3815	3838	543	547	626	1222	1231	1177
PQN73_1	PQN73	1398	1296	1399	1081	1104	1135	630	595	540	765	741	840
PQN73_2	PQN73	1316	1299	1339	1077	1164	1136	661	631	636	700	824	758
GBN518_1	GBN518	3649	3767	3716	565	604	599	627	616	625	2880	2886	3011
GBN518_2	GBN518	3710	3742	3702	562	590	624	620	538	527	2983	3012	3018
XLRWU3_1	XLRWU3	854	963	865	1182	1043	1066	598	555	574	516	578	514
XLRWU3_2	XLRWU3	896	844	970	1113	1115	1118	650	599	645	470	582	519
UKPQ864_1	UKPQ864	471	464	489	1698	1711	1628	672	532	632	816	770	748
UKPQ864_2	UKPQ864	563	519	515	1668	1677	1686	624	534	640	843	766	758
CNB2_1	CNB2	1430	1425	1380	2777	2914	2854	527	534	541	726	703	645
CNB2_2	CNB2	1370	1319	1408	2828	2792	2845	647	668	540	673	711	652
IZSU4_1	IZSU4	928	1028	1045	884	766	791	573	591	620	1652	1666	1641
IZSU4_2	IZSU4	1045	937	922	827	797	837	534	532	635	1635	1649	1659
MRC26_1	MRC26	3299	3253	3324	424	361	446	577	556	631	1882	1799	1893
MRC26_2	MRC26	3186	3240	3212	476	456	385	599	660	526	1885	1872	1858
UIJQC3_1	UIJQC3	930	798	887	319	304	367	637	561	635	696	678	633
UIJQC3_2	UIJQC3	808	935	850	272	329	277	526	651	588	648	775	713
MEQ8_1	MEQ8	653	711	781	1085	1151	1115	558	549	530	460	537	521
MEQ8_2	MEQ8	780	665	725	1056	1100	1177	618	568	636	483	479	471
HVCKS963_1	HVCKS963	1891	1846	1832	539	516	401	590	548	600	1001	1007	1008
HVCKS963_2	HVCKS963	1781	1819	1804	500	418	403	651	545	549	1090	1105	1098
FFK5_1	FFK5	1632	1566	1551	684	695	754	660	529	564	1230	1199	1124
FFK5_2	FFK5	1601	1624	1595	749	693	688	573	671	555	1122	1220	1139
RUT03_1	RUT03	1413	1513	1493	2710	2731	2717	549	530	674	3180	3153	3114
RUT03_2	RUT03	1473	1414	1405	2715	2795	2822	551	629	627	3212	3173	3174
BKH56_1	BKH56	806	950	873	483	434	359	657	546	529	1072	1020	985
BKH56_2	BKH56	900	910	919	348	362	397	609	636	570	1046	1043	1022
RLXE450_1	RLXE450	4152	4077	4098	2252	2319	2319	653	606	596	701	610	598
RLXE450_2	RLXE450	4165	4137	4127	2328	2297	2367	668	624	637	589	720	708
YJKU2_1	YJKU2	987	903	915	5028	5106	4977	625	665	627	274	322	242
YJKU2_2	YJKU2	1023	993	984	5049	5051	5040	617	580	632	380	341	362
NMBG5_1	NMBG5	759	648	712	1502	1471	1529	526	665	539	310	436	399
NMBG5_2	NMBG5	699	763	667	1506	1528	1509	614	591	661	334	394	306
NBY268_1	NBY268	793	774	770	967	977	979	606	653	553	884	849	924
NBY268_2	NBY268	854	717	760	1018	1016	959	535	641	563	994	971	897
OBTPJ9_1	OBTPJ9	2046	2101	2091	1322	1405	1271	527	648	651	773	777	740
OBTPJ9_2	OBTPJ9	2048	2136	2037	1279	1312	1296	528	659	653	755	712	823
SWSQ9_1	SWSQ9	830	883	775	915	995	1036	606	649	533	1010	1001	988
SWSQ9_2	SWSQ9	778	823	872	937	975	1043	585	583	644	1082	1024	1053
WHFCN1_1	WHFCN1	622	653	569	940	1031	1054	614	613	649	1817	1778	1786
WHFCN1_2	WHFCN1	657	573	570	928	1023	943	641	561	552	1911	1893	1804
XKHAI2_1	XKHAI2	1288	1315	1272	1823	1784	1891	570	550	526	760	661	638
XKHAI2_2	XKHAI2	1391	1306	1316	1830	1912	1889	579	618	665	694	620	661
CLFX98_1	CLFX98	357	293	301	487	405	465	594	552	568	882	917	860
CLFX98_2	CLFX98	237	361	244	459	454	429	596	555	527	925	914	973
IMY784_1	IMY784	1422	1468	1437	2984	2889	2959	558	544	655	7862	7937	7846
IMY784_2	IMY784	1485	1537	1501	2892	2877	2988	606	629	573	7911	7944	7942
JXD13_1	JXD13	1104	1062	1176	1322	1336	1324	548	601	595	700	831	811
JXD13_2	JXD13	1099	1118	1039	1343	1256	1368	650	602	548	723	814	700
IZK972_1	IZK972	1693	1739	1746	1949	1948	1979	533	581	591	1080	1032	1141
IZK972_2	IZK972	1812	1736	1782	1905	1846	1939	550	561	665	1046	1091	1054
SSP027_1	SSP027	1177	1209	1223	2071	1989	1994	636	615	577	862	850	950
SSP027_2	SSP027	1181	1253	1180	2034	2029	2016	588	579	565	892	918	906
PVT036_1	PVT036	589	714	714	962	973	998	562	645	544	307	312	344
PVT036_2	PVT036	621	695	621	990	950	907	537	654	550	287	317	351
PACRD0_1	PACRD0	1295	1249	1246	861	875	930	666	627	656	749	847	756
PACRD0_2	PACRD0	1146	1269	1196	835	840	865	625	633	553	817	742	791
ANE38_1	ANE38	1200	1129	1114	1214	1171	1181	567	548	586	3303	3248	3196
ANE38_2	ANE38	1191	1101	1170	1179	1159	1167	588	542	588	3258	3257	3328
YEFH74_1	YEFH74	552	606	630	983	983	1000	640	534	610	1486	1420	1501
YEFH74_2	YEFH74	550	614	616	978	951	938	669	546	654	1431	1451	1495
IWDUQ02_1	IWDUQ02	1147	1122	1062	1400	1405	1360	612	635	590	540	535	587
IWDUQ02_2	IWDUQ02	1082	1093	1068	1393	1410	1374	665	583	657	553	514	518
PEQ4_1	PEQ4	1029	1153	1038	788	879	922	663	620	592	1220	1255	1300
PEQ4_2	PEQ4	1033	1106	1050	805	888	922	572	548	673	1302	1268	1197
IAFXD03_1	IAFXD03	1072	1072	977	925	900	932	666	646	674	694	674	638
IAFXD03_2	IAFXD03	991	1072	990	946	834	879	645	565	535	591	686	706
YRAUE25_1	YRAUE25	605	599	627	1859	1807	1891	662	667	640	1988	1868	1976
YRAUE25_2	YRAUE25	577	559	537	1797	1839	1819	539	674	561	1859	1908	1863
MDVE04_1	MDVE04	1080	1097	1126	358	413	420	532	596	527	2742	2741	2707
MDVE04_2	MDVE04	1077	1179	1067	456	385	461	599	640	533	2607	2727	2667
ACO89_1	ACO89	2592	2673	2620	1328	1298	1277	671	572	591	9310	9369	9415
ACO89_2	ACO89	2616	2606	2621	1303	1336	1331	546	612	666	9339	9428	9363
GOJEV7_1	GOJEV7	956	946	1036	1078	1010	1093	582	642	639	1100	1199	1113
GOJEV7_2	GOJEV7	981	1051	1043	1008	1040	1086	656	527	617	1138	1088	1196
ZTYX72_1	ZTYX72	2086	2084	2015	1013	936	946	580	545	605	1295	1246	1233
ZTYX72_2	ZTYX72	2027	2085	2079	918	985	1001	544	580	541	1293	1366	1275
YQAP23_1	YQAP23	1521	1495	1492	2140	2188	2238	551	600	529	2535	2550	2613
YQAP23_2	YQAP23	1583	1504	1514	2261	2256	2234	586	576	554	2545	2544	2487
AUHAV1_1	AUHAV1	2837	2828	2846	483	557	490	527	634	649	2298	2362	2374
AUHAV1_2	AUHAV1	2866	2884	2781	604	533	623	652	549	548	2418	2382	2335
YHLW390_1	YHLW390	985	1058	1088	1158	1051	1179	623	556	567	1093	1054	1106
YHLW390_2	YHLW390	1082	1016	1114	1127	1088	1105	548	551	621	1055	1126	1025
XEI70_1	XEI70	783	858	881	1401	1327	1428	657	652	541	2199	2254	2192
XEI70_2	XEI70	792	776	757	1442	1308	1333	607	644	594	2147	2131	2174
YSG8_1	YSG8	1580	1546	1475	1305	1343	1367	528	639	589	927	948	940
YSG8_2	YSG8	1534	1519	1481	1319	1384	1328	577	597	627	935	935	926
HXAO304_1	HXAO304	2241	2312	2288	2142	2146	2154	551	662	559	282	364	287
HXAO304_2	HXAO304	2365	2299	2311	2149	2223	2254	632	594	610	313	333	304
OVTQX368_1	OVTQX368	878	801	817	1296	1264	1333	639	589	558	1478	1550	1558
OVTQX368_2	OVTQX368	932	937	936	1198	1294	1265	570	656	540	1446	1575	1528
QFJQ10_1	QFJQ10	3802	3734	3768	862	816	842	545	644	575	1660	1594	1557
QFJQ10_2	QFJQ10	3751	3734	3846	843	745	814	569	595	578	1547	1637	1656
LJGP642_1	LJGP642	3769	3740	3729	918	847	804	639	582	604	1366	1447	1382
LJGP642_2	LJGP642	3792	3738	3788	923	943	891	656	562	601	1397	1332	1343
QFKE2_1	QFKE2	1331	1449	1404	808	827	867	612	592	645	1617	1635	1566
QFKE2_2	QFKE2	1472	1469	1413	889	793	772	564	656	531	1624	1579	1652
EYRXA93_1	EYRXA93	814	757	779	337	287	327	598	631	576	1968	1985	1966
EYRXA93_2	EYRXA93	813	844	778	307	251	217	635	583	599	2014	1980	2044
WZJ043_1	WZJ043	834	904	891	2439	2450	2501	538	612	602	1364	1331	1394
WZJ043_2	WZJ043	777	777	802	2557	2534	2554	631	638	528	1358	1312	1265
ETOBK6_1	ETOBK6	1303	1245	1289	330	378	343	656	663	622	1199	1205	1278
ETOBK6_2	ETOBK6	1216	1244	1222	429	461	356	637	673	558	1244	1296	1262
RXQB89_1	RXQB89	559	428	445	2106	2093	2055	582	559	530	3737	3761	3770
RXQB89_2	RXQB89	454	502	538	1966	2092	1996	603	573	571	3769	3823	3756
QWVF7_1	QWVF7	649	536	562	1558	1551	1604	623	573	555	779	735	727
QWVF7_2	QWVF7	656	574	657	1639	1597	1580	558	646	609	774	706	804
HMOS7_1	HMOS7	1092	1107	1154	1806	1822	1734	663	664	549	1547	1607	1485
HMOS7_2	HMOS7	1105	1102	1016	1779	1802	1781	555	529	656	1588	1534	1546
IES301_1	IES301	1366	1456	1469	4009	4079	4075	612	543	631	10196	10153	10082
IES301_2	IES301	1403	1403	1427	4089	4035	3995	529	636	589	10099	10136	10070
IJRUY04_1	IJRUY04	3509	3559	3456	617	571	624	578	618	661	2704	2687	2745
IJRUY04_2	IJRUY04	3575	3554	3450	512	502	584	651	622	604	2653	2688	2640
IYEW460_1	IYEW460	1429	1502	1456	632	623	569	656	562	664	533	517	469
IYEW460_2	IYEW460	1515	1458	1479	566	495	612	546	574	580	502	589	454
DISH40_1	DISH40	1332	1352	1373	559	557	517	642	555	597	453	521	478
DISH40_2	DISH40	1403	1403	1425	559	612	556	528	589	607	436	527	520
BGDAV6_1	BGDAV6	2808	2812	2876	859	995	952	635	586	607	1387	1335	1353
BGDAV6_2	BGDAV6	2823	2898	2784	926	892	918	569	558	572	1278	1263	1303
DNUG23_1	DNUG23	1361	1472	1388	1084	1155	1105	560	549	633	1142	1049	1072
DNUG23_2	DNUG23	1450	1459	1377	1167	1129	1149	569	663	606	1124	1027	1031
UTNAS643_1	UTNAS643	213	278	286	486	417	383	670	632	628	1730	1598	1726
UTNAS643_2	UTNAS643	319	233	301	381	496	459	588	547	614	1706	1648	1694
TDC295_1	TDC295	3022	2982	2936	1523	1577	1522	539	605	576	1044	1054	1166
TDC295_2	TDC295	3045	2943	2990	1483	1596	1555	535	607	651	1136	1069	1050
YUFY2_1	YUFY2	951	862	872	541	544	513	647	615	556	2366	2266	2330
YUFY2_2	YUFY2	858	991	899	448	570	570	647	543	544	2245	2325	2268
PADJV79_1	PADJV79	127	166	140	151	216	91	184	126	168	151	165	106
PADJV79_2	PADJV79	136	220	145	157	100	112	202	109	163	128	94	205
FCZQE68_1	FCZQE68	111	175	199	171	93	116	144	162	129	182	214	151
FCZQE68_2	FCZQE68	160	173	215	81	158	182	141	223	195	191	151	204
NNZJ7_1	NNZJ7	1337	1332	1399	3713	3642	3767	636	541	538	666	689	690
NNZJ7_2	NNZJ7	1398	1399	1329	3735	3735	3778	657	622	558	685	771	644
VUJI270_1	VUJI270	671	670	676	2100	2070	2101	546	648	655	1024	967	944
VUJI270_2	VUJI270	592	562	601	2038	2153	2115	625	540	562	959	1057	952
WOSX96_1	WOSX96	378	415	518	1948	1885	1914	554	660	647	472	384	434
WOSX96_2	WOSX96	452	380	479	1966	1980	1940	653	626	648	463	469	421
GNKH861_1	GNKH861	6987	7008	7103	566	610	575	661	542	666	1253	1315	1191
GNKH861_2	GNKH861	6971	7023	7005	518	575	583	643	544	566	1275	1318	1190
YOC507_1	YOC507	2397	2278	2359	787	819	876	535	551	525	1425	1358	1319
YOC507_2	YOC507	2390	2319	2388	801	791	901	586	603	655	1409	1399	1308
RJT63_1	RJT63	1439	1406	1408	830	877	817	591	553	603	1319	1394	1260
RJT63_2	RJT63	1385	1465	1499	830	778	882	640	582	547	1330	1291	1388
ORT1_1	ORT1	2202	2268	2196	3139	3161	3101	663	543	592	945	906	963
ORT1_2	ORT1	2191	2195	2215	3082	3121	3074	553	623	625	976	976	887
NJLF85_1	NJLF85	1082	1119	1080	1212	1119	1087	574	615	557	994	1056	1005
NJLF85_2	NJLF85	1155	1118	1081	1111	1145	1094	545	629	559	985	945	965
LHN28_1	LHN28	3185	3085	3085	2897	2856	2811	603	576	562	2845	2862	2943
LHN28_2	LHN28	3125	3165	3091	2785	2895	2780	643	598	595	2908	2968	2898
RPO754_1	RPO754	2166	2100	2129	429	451	403	555	544	656	2841	2699	2788
RPO754_2	RPO754	2123	2120	2134	463	492	485	607	597	593	2804	2769	2708
CNDO96_1	CNDO96	1331	1281	1329	861	935	915	530	663	572	882	821	931
CNDO96_2	CNDO96	1205	1232	1289	857	943	873	657	633	567	830	919	843
PUC2_1	PUC2	662	648	725	937	901	889	666	564	639	563	651	617
PUC2_2	PUC2	591	687	696	944	845	952	610	646	551	673	673	631
UJFG7_1	UJFG7	138	144	78	181	152	183	127	143	205	104	160	94
UJFG7_2	UJFG7	168	166	215	157	87	190	110	177	153	114	179	118
BEZMK4_1	BEZMK4	1562	1584	1619	1400	1278	1385	585	540	547	2185	2194	2304
BEZMK4_2	BEZMK4	1565	1598	1527	1265	1375	1406	604	641	554	2290	2268	2163
OJC1_1	OJC1	2909	2935	2965	1291	1225	1226	603	561	670	845	862	832
OJC1_2	OJC1	2913	2910	2861	1228	1193	1285	618	562	666	795	743	742
ABC689_1	ABC689	381	383	338	1057	1081	1075	527	560	575	894	855	807
ABC689_2	ABC689	295	346	389	1089	1108	1072	554	558	526	853	952	890
EUJA31_1	EUJA31	1937	2011	2039	295	248	241	631	663	578	833	721	794
EUJA31_2	EUJA31	1954	1968	1952	271	313	272	582	599	571	763	864	864
IJUEK96_1	IJUEK96	1482	1507	1542	1753	1762	1694	533	560	593	1325	1286	1381
IJUEK96_2	IJUEK96	1462	1495	1444	1785	1822	1708	596	648	566	1364	1417	1354
PKRLD2_1	PKRLD2	707	641	586	1137	1125	1193	654	528	578	3625	3643	3589
PKRLD2_2	PKRLD2	700	660	641	1165	1240	1239	665	598	598	3665	3593	3704
LTL654_1	LTL654	1146	1221	1155	2431	2401	2408	627	560	591	1731	1859	1783
LTL654_2	LTL654	1264	1276	1229	2486	2482	2453	549	560	558	1737	1740	1762
HMG574_1	HMG574	3484	3398	3490	1019	960	1005	556	632	613	653	597	533
HMG574_2	HMG574	3464	3431	3418	1077	1062	1098	654	539	577	530	630	573
KPDQ925_1	KPDQ925	2258	2275	2135	3048	3037	3065	662	661	662	1506	1580	1467
KPDQ925_2	KPDQ925	2230	2188	2176	2996	3084	3043	643	556	576	1541	1520	1537
APY1_1	APY1	1425	1345	1363	278	272	354	605	551	672	1925	1965	2025
APY1_2	APY1	1410	1424	1442	291	365	348	580	613	645	1919	1981	1927
MAMWO2_1	MAMWO2	587	671	617	1699	1661	1645	664	605	650	582	646	551
MAMWO2_2	MAMWO2	618	587	548	1688	1650	1678	664	566	630	686	618	655
CKU5_1	CKU5	1141	1218	1173	456	438	539	593	596	602	1993	1983	2019
CKU5_2	CKU5	1190	1250	1148	509	435	469	600	616	612	2110	2043	2079
GBA4_1	GBA4	619	613	612	1402	1476	1533	563	649	548	2652	2634	2609
GBA4_2	GBA4	642	564	637	1492	1396	1537	665	608	545	2543	2590	2566
RIBLG30_1	RIBLG30	1018	1057	1099	987	1020	1001	561	540	542	973	898	896
RIBLG30_2	RIBLG30	1044	1065	994	913	906	1037	617	670	588	971	951	902
PNKPR951_1	PNKPR951	1001	958	1009	1247	1258	1231	582	540	597	514	545	484
PNKPR951_2	PNKPR951	1044	984	996	1281	1231	1271	608	533	582	531	568	541
BMF30_1	BMF30	1419	1419	1388	1290	1331	1336	614	647	541	580	538	522
BMF30_2	BMF30	1369	1353	1395	1287	1336	1296	576	552	627	643	640	628
JAKL71_1	JAKL71	545	643	527	446	387	479	613	630	575	1162	1165	1089
JAKL71_2	JAKL71	610	647	521	427	495	426	654	604	573	1096	1094	1152
JQOZH147_1	JQOZH147	542	470	552	768	808	720	546	540	600	740	714	823
JQOZH147_2	JQOZH147	444	541	512	815	741	790	590	633	549	774	709	758
LGM154_1	LGM154	3942	3912	3899	562	489	492	599	555	535	1084	1075	1089
LGM154_2	LGM154	3950	4044	3969	482	442	460	542	583	577	1095	1023	1025
BOI275_1	BOI275	829	905	822	3733	3831	3872	672	538	540	701	759	734
BOI275_2	BOI275	919	895	860	3811	3829	3791	542	647	672	713	724	793
VKG1_1	VKG1	2676	2683	2659	337	297	407	554	666	641	216	236	233
VKG1_2	VKG1	2561	2672	2641	398	266	341	539	552	628	301	178	276
VPA06_1	VPA06	2057	2101	2088	1821	1848	1796	550	666	595	1187	1250	1239
VPA06_2	VPA06	2016	1965	1966	1767	1810	1807	625	541	618	1196	1229	1328
IMVHU2_1	IMVHU2	3203	3235	3187	585	552	564	531	638	556	1024	986	1058
IMVHU2_2	IMVHU2	3329	3267	3225	571	701	572	666	572	561	1049	979	1062
GZSYQ593_1	GZSYQ593	1461	1451	1378	1788	1789	1885	604	671	565	3284	3176	3240
GZSYQ593_2	GZSYQ593	1391	1404	1457	1795	1802	1887	652	581	573	3261	3238	3289
HLKD27_1	HLKD27	2076	2138	2089	1300	1254	1337	670	571	613	675	728	677
HLKD27_2	HLKD27	2053	2083	2068	1255	1262	1320	628	629	643	668	646	707
BXRWV7_1	BXRWV7	933	884	910	843	801	733	592	632	628	1613	1576	1650
BXRWV7_2	BXRWV7	885	804	928	821	811	805	610	653	641	1622	1669	1541
UBVHW51_1	UBVHW51	1514	1495	1491	1214	1156	1179	575	620	531	3847	3892	3760
UBVHW51_2	UBVHW51	1545	1592	1506	1152	1229	1227	526	584	657	3772	3820	3763
BWJ418_1	BWJ418	957	1021	978	486	465	557	554	647	631	1186	1219	1166
BWJ418_2	BWJ418	919	1030	1028	516	604	601	549	620	537	1221	1279	1240
UJTQ017_1	UJTQ017	2400	2511	2515	498	513	586	601	596	553	3242	3337	3213
UJTQ017_2	UJTQ017	2505	2541	2535	610	620	566	605	645	529	3329	3355	3270
FNKEB2_1	FNKEB2	1515	1565	1495	767	809	758	537	622	650	809	797	817
FNKEB2_2	FNKEB2	1436	1560	1423	817	874	760	596	594	532	753	795	819
HKN8_1	HKN8	1446	1363	1456	573	588	603	624	563	579	2179	2062	2188
HKN8_2	HKN8	1365	1367	1426	622	570	590	613	532	525	2086	2142	2115
SHA2_1	SHA2	552	552	550	2013	1963	1963	566	547	591	2686	2657	2683
SHA2_2	SHA2	538	478	579	1994	1906	1988	598	528	562	2674	2653	2632
OBL39_1	OBL39	1340	1416	1441	2698	2688	2755	615	643	593	2071	2057	2085
OBL39_2	OBL39	1442	1406	1336	2783	2708	2675	567	622	644	2034	2078	2016
AFA59_1	AFA59	2892	2887	2877	430	498	413	603	573	675	552	627	530
AFA59_2	AFA59	2919	2973	2909	397	457	501	628	608	561	607	599	585
XXD9_1	XXD9	3598	3493	3580	921	911	891	621	637	530	1792	1829	1796
XXD9_2	XXD9	3556	3574	3484	920	888	914	625	647	591	1820	1799	1852
WJEHP854_1	WJEHP854	1677	1642	1608	2527	2496	2588	583	604	555	1461	1405	1390
WJEHP854_2	WJEHP854	1668	1632	1675	2538	2591	2521	622	564	614	1410	1423	1482
HNP95_1	HNP95	2747	2822	2753	1198	1280	1228	562	592	627	745	868	794
HNP95_2	HNP95	2777	2724	2768	1244	1215	1179	626	617	664	832	745	769
CHF4_1	CHF4	335	329	368	3857	3876	3883	544	549	668	812	701	737
CHF4_2	CHF4	319	358	389	3900	3752	3864	608	561	538	792	747	812
